Year,State,County,Uninsured #,Uninsured %,Uninsured 95% CI - Low, Uninsured 95% CI - High, Uninsured Z-Score,Adults Uninsured # ,Adults Uninsured % ,Adults Uninsured 95% CI - Low,Adults Uninsured 95% CI - High,Children Uninsured #,Children Uninsured %,Children Uninsured 95% CI - Low,Children Uninsured 95% CI - High,Unemployed # ,Labor Force,Unemployed %,Unemployed Z-Score,Severe Housing Problems %,Severe housing problems 95% CI - Low,Severe housing problems 95% CI - High,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,Severe housing problems Z-Score,Homeowners #,Homeowners % ,Homeowners 95% CI - Low,Homeowners 95% CI - High,Households with Severe Cost Burden #,Severe Housing Cost Burden %,Severe housing cost burden 95% CI - Low,Severe housing cost burden 95% CI - High
2020,California,Napa,9599,9,7,10,0.4,8478,10,9,12,1263,4,3,5,2181,74547,2.9,-0.87,22,20,24,16,6,2,-0.19,31256,64,62,65,8161,17,16,18
2020,California,Nevada,5154,7,6,8,-0.46,4656,8,7,10,569,3,2,4,1694,48870,3.5,-0.67,21,19,22,18,2,1,-0.59,30406,74,73,76,7584,19,17,21
2020,California,Orange,226030,8,8,9,0.29,204468,10,10,11,24143,3,3,4,47541,1625426,2.9,-0.87,27,27,27,20,9,1,1.08,592269,57,57,58,203236,20,20,21
2020,California,Placer,13373,4,4,5,-2.06,11650,5,4,6,1990,2,2,3,5837,185213,3.2,-0.79,18,17,19,16,2,1,-1.2,100700,72,71,72,21562,16,15,17
2020,California,Plumas,920,7,6,8,-0.54,813,8,7,9,118,4,2,5,588,7848,7.5,0.85,18,15,22,16,2,1,-1.16,5868,73,70,76,1228,16,12,19
2020,California,Riverside,183037,9,8,10,0.63,162965,11,11,12,22150,3,3,4,47808,1092371,4.4,-0.32,26,25,26,20,7,1,0.76,472401,66,65,66,141309,20,20,21
2020,California,Sacramento,83649,6,6,7,-0.82,74424,8,7,9,10197,3,2,3,26948,710442,3.8,-0.54,23,22,23,19,5,1,-0.07,300082,56,55,57,96048,18,18,19
2020,California,San Benito,4260,8,7,9,0.15,3745,10,9,12,582,4,3,5,1561,30869,5.1,-0.07,24,21,27,16,8,1,0.3,11264,63,61,66,2740,16,14,18
2020,California,San Bernardino,155864,8,8,9,0.28,142355,11,10,12,15230,3,2,3,38779,961030,4,-0.45,27,26,28,20,9,1,1.08,373740,59,59,60,121145,20,19,20
2020,California,San Diego,235409,8,8,9,0.32,211357,10,10,11,26983,4,3,4,52663,1592193,3.3,-0.73,25,25,26,20,6,1,0.6,593890,53,53,54,223707,21,20,21
2020,California,San Francisco,37103,5,5,5,-1.64,34562,6,5,6,2927,2,2,3,13545,575567,2.4,-1.09,25,24,25,18,6,4,0.52,135275,38,37,38,59288,17,16,18
2020,California,San Joaquin,48411,8,7,8,-0.15,42627,10,9,11,6427,3,2,4,19571,326387,6,0.29,25,24,26,19,7,1,0.57,126097,56,55,57,40660,18,18,19
2020,California,San Luis Obispo,15624,7,6,8,-0.34,14163,9,7,10,1721,3,2,4,4151,140920,2.9,-0.86,22,21,24,19,4,1,-0.11,63986,61,60,62,19498,19,18,20
2020,California,San Mateo,35270,5,5,6,-1.4,31416,6,6,7,4445,3,2,3,10007,454875,2.2,-1.14,24,23,24,18,8,1,0.25,156864,60,59,61,45427,18,17,18
2020,California,Santa Barbara,38236,11,9,12,1.54,34736,13,12,14,3988,4,3,5,8437,216698,3.9,-0.51,29,28,30,21,10,1,1.66,75640,52,51,53,29579,21,20,22
2020,California,Santa Clara,85574,5,5,5,-1.58,75690,6,6,7,11402,2,2,3,27282,1048804,2.6,-0.99,23,23,24,16,8,1,0.07,360658,57,56,57,101770,16,16,17
2020,California,Santa Cruz,16345,7,7,8,-0.28,14495,9,8,10,2101,4,3,5,6984,142618,4.9,-0.13,27,26,28,21,7,1,1.03,56873,59,58,60,20012,21,20,23
2020,California,Shasta,10045,7,6,8,-0.43,8875,9,7,10,1289,3,2,4,3669,74215,4.9,-0.11,22,21,23,19,3,2,-0.24,44721,63,62,65,13266,19,18,21
2020,California,Sierra,163,8,7,9,0,143,9,7,11,20,4,3,5,77,1278,6,0.3,11,5,17,10,0,1,-3,1010,81,74,88,210,17,7,28
2020,California,Siskiyou,2801,9,7,10,0.46,2481,10,9,12,354,4,3,5,1166,17410,6.7,0.55,21,19,23,18,3,2,-0.43,12633,66,64,68,2976,16,14,18
2020,California,Solano,20814,6,5,6,-1.26,18685,7,6,8,2439,2,2,3,8168,209721,3.9,-0.51,21,20,22,18,5,1,-0.38,90420,61,60,62,24796,17,16,18
2020,California,Sonoma,30617,8,7,8,-0.15,27530,9,8,10,3532,3,3,4,7187,262348,2.7,-0.94,23,23,24,19,5,1,0.16,115093,61,60,62,34502,19,18,19
2020,California,Stanislaus,32797,7,6,8,-0.51,29932,9,8,10,3336,2,2,3,15598,243538,6.4,0.44,24,23,25,18,7,1,0.35,99079,57,56,58,29989,18,17,19
2020,California,Sutter,6984,9,7,10,0.43,6141,11,9,12,932,4,3,5,3392,45477,7.5,0.84,21,20,23,15,7,1,-0.38,18560,57,55,59,4436,14,13,16
2020,California,Tehama,3968,8,7,9,-0.01,3557,10,8,12,455,3,2,4,1450,25626,5.7,0.16,20,18,23,16,5,1,-0.65,15575,65,63,67,4459,19,17,22
2020,California,Trinity,798,9,7,10,0.5,700,10,8,12,111,5,3,7,268,4707,5.7,0.17,24,19,29,18,4,3,0.22,3868,67,63,71,898,16,12,21
2020,California,Tulare,35272,9,8,10,0.53,31804,12,11,13,3916,3,2,3,19649,204589,9.6,1.65,27,26,28,19,10,1,1.05,77314,57,56,58,25546,19,18,21
2020,California,Tuolumne,2378,6,5,7,-0.86,2122,7,6,9,286,3,2,4,982,21339,4.6,-0.24,21,18,24,17,3,1,-0.46,15656,70,68,72,3630,17,14,19
2020,California,Ventura,66579,9,9,10,0.82,60408,12,11,13,7044,3,3,4,16066,425728,3.8,-0.55,24,23,24,18,7,1,0.24,171554,63,63,64,48989,18,18,19
2020,California,Yolo,10982,6,5,7,-1.08,9944,7,6,8,1229,3,2,3,4562,108518,4.2,-0.39,23,22,25,20,5,1,0.16,38013,52,51,53,14343,20,19,21
2020,California,Yuba,4880,7,6,9,-0.25,4403,10,8,11,528,2,2,3,1863,29078,6.4,0.44,23,21,25,16,8,2,0.07,15387,59,56,61,4113,16,14,18
2020,Wyoming,Albany,4024,13,11,15,-1.05,3615,14,12,16,462,7,5,10,668,20307,3.3,-1.09,22,20,25,20,2,1,3.13,7971,50,49,51,3019,19,16,22
2020,Wyoming,Big Horn,1851,20,17,22,2.11,1440,22,20,25,443,14,10,18,246,5257,4.7,1.35,12,9,15,9,2,1,0.23,3269,73,70,75,366,9,6,12
2020,Wyoming,Campbell,5357,13,11,14,-0.92,4433,15,13,17,1014,8,6,10,938,22821,4.1,0.35,11,9,13,8,2,1,-0.15,12626,72,69,75,1899,11,8,14
2020,Wyoming,Carbon,1963,16,14,18,0.57,1630,19,16,22,363,10,7,13,295,7786,3.8,-0.21,11,8,14,8,3,0,-0.11,4331,68,66,71,534,9,6,12
2020,Wyoming,Converse,1472,13,11,14,-0.96,1196,15,13,17,303,8,6,11,278,7554,3.7,-0.41,8,5,11,5,3,0,-1.1,3908,72,68,76,261,5,2,8
2020,Wyoming,Crook,875,15,13,17,-0.1,657,16,14,18,230,12,8,16,119,3696,3.2,-1.22,10,6,14,6,2,3,-0.52,2448,84,81,87,255,9,5,14
2020,Wyoming,Fremont,6445,20,18,22,2.24,5031,23,20,25,1513,15,11,18,985,18865,5.2,2.31,12,10,14,8,4,1,0.16,10488,70,68,72,1155,8,7,10
2020,Wyoming,Goshen,1555,17,14,19,0.69,1299,19,16,22,276,10,7,13,226,6830,3.3,-1.06,11,8,14,10,1,1,-0.26,3849,74,71,77,480,10,6,13
2020,Wyoming,Hot Springs,469,14,12,16,-0.61,401,16,13,19,73,7,5,10,82,2208,3.7,-0.35,13,9,17,9,3,2,0.44,1681,76,73,79,180,8,4,13
2020,Wyoming,Johnson,969,15,13,17,0.02,795,17,15,20,187,10,7,13,168,4211,4,0.14,11,7,15,10,0,3,-0.11,2718,71,67,75,582,16,9,23
2020,Wyoming,Laramie,9326,11,10,13,-1.53,7989,14,12,15,1468,6,5,8,1847,47682,3.9,-0.07,11,10,12,10,1,1,-0.15,27332,70,68,72,4365,11,10,13
2020,Wyoming,Lincoln,2205,14,12,16,-0.52,1699,16,13,18,544,10,7,13,332,8711,3.8,-0.18,9,7,11,6,3,0,-0.75,5571,79,77,81,493,7,5,10
2020,Wyoming,Natrona,9473,14,13,16,-0.32,8065,17,15,19,1517,8,6,10,1813,39059,4.6,1.29,11,10,13,9,2,1,-0.14,22023,67,66,68,2917,9,8,10
2020,Wyoming,Niobrara,316,19,16,22,1.86,264,21,18,25,57,13,9,17,36,1275,2.8,-1.91,15,8,23,15,0,0,1.09,743,76,74,78,146,17,5,28
2020,Wyoming,Park,3131,14,12,16,-0.42,2577,16,13,18,599,9,7,12,681,15567,4.4,0.82,9,6,11,7,1,0,-0.82,8591,72,69,75,950,8,6,11
2020,Wyoming,Platte,944,15,13,17,-0.03,789,17,14,19,167,9,6,12,178,4680,3.8,-0.19,9,5,13,8,0,0,-0.74,2904,74,68,80,358,10,5,14
2020,Wyoming,Sheridan,3152,13,12,15,-0.68,2713,16,14,18,481,7,5,9,631,15593,4,0.24,13,10,16,11,1,1,0.37,8935,68,65,71,1453,11,9,14
2020,Wyoming,Sublette,1169,15,13,17,-0.15,926,16,14,19,261,11,8,14,179,4264,4.2,0.5,5,1,9,4,1,0,-1.93,2654,81,77,85,174,6,1,10
2020,Wyoming,Sweetwater,5498,14,13,16,-0.21,4502,17,15,19,1077,9,6,11,896,21150,4.2,0.57,10,8,12,7,3,1,-0.49,11962,75,73,77,1297,8,6,11
2020,Wyoming,Teton,3196,16,14,18,0.47,2717,18,15,20,507,11,8,14,464,15340,3,-1.56,17,13,21,11,4,3,1.56,5287,58,55,60,962,11,7,14
2020,Wyoming,Uinta,2408,14,12,15,-0.56,1948,17,14,19,501,8,6,11,390,8931,4.4,0.8,11,8,15,8,3,0,-0.03,5822,75,72,78,579,8,5,11
2020,Wyoming,Washakie,1052,17,14,19,0.77,861,19,16,22,205,11,7,14,172,4058,4.2,0.58,10,7,13,8,2,1,-0.44,2629,77,73,80,221,7,3,10
2020,Wyoming,Weston,710,13,11,15,-0.69,587,15,13,18,133,9,6,12,131,3731,3.5,-0.7,14,9,20,12,1,4,0.76,2379,78,74,81,323,11,6,16
2020,South Carolina,Abbeville,2408,13,11,15,-0.26,2176,16,14,18,255,5,3,6,400,10058,4,0,14,11,17,14,0,0,-0.02,7210,76,74,79,1386,16,12,19
2020,South Carolina,Aiken,18031,13,12,15,0.01,16262,17,15,18,1942,5,4,7,2474,73944,3.3,-0.67,13,12,14,11,2,1,-0.63,47802,72,70,73,7656,12,11,13
2020,South Carolina,Allendale,718,12,10,14,-0.83,667,15,12,18,57,3,2,5,159,2740,5.8,1.93,18,13,23,16,2,2,1.5,2255,67,64,71,418,14,8,20
2020,South Carolina,Anderson,21486,13,12,15,-0.03,18958,16,15,18,2755,6,4,7,2917,89580,3.3,-0.76,13,12,14,11,2,1,-0.64,53781,70,69,72,8209,11,10,12
2020,South Carolina,Bamberg,1396,13,11,15,-0.12,1277,16,14,19,135,5,3,6,325,4990,6.5,2.67,16,11,21,13,3,2,0.8,3884,72,69,74,628,13,7,18
2020,South Carolina,Barnwell,2175,13,11,14,-0.4,1966,16,14,18,232,4,3,6,399,8343,4.8,0.85,15,11,19,13,3,0,0.25,5805,70,67,72,1061,14,10,18
2020,South Carolina,Beaufort,20295,15,14,17,1.03,17325,18,16,20,3169,9,6,11,2435,75517,3.2,-0.8,17,16,18,15,2,1,1.15,50558,72,71,72,10938,16,15,17
2020,South Carolina,Berkeley,21727,12,11,13,-0.86,19226,14,13,16,2757,5,4,7,3069,101127,3,-1,14,13,15,13,2,1,-0.04,53760,72,71,73,8435,12,11,13
2020,South Carolina,Calhoun,1429,13,11,14,-0.43,1277,15,13,17,165,6,4,7,283,6665,4.2,0.28,17,12,21,14,2,1,0.94,4958,81,79,83,888,16,11,20
2020,South Carolina,Charleston,44469,14,12,15,0.07,39802,16,14,18,5038,6,4,8,5719,206317,2.8,-1.27,19,18,20,18,1,1,2.06,95678,61,60,62,25970,17,16,18
2020,South Carolina,Cherokee,6421,14,12,16,0.21,5880,18,15,20,594,4,3,6,917,25268,3.6,-0.37,12,10,14,10,2,1,-1.05,14080,69,68,71,1974,11,9,13
2020,South Carolina,Chester,3157,12,10,14,-0.66,2879,15,13,18,305,4,3,5,641,13302,4.8,0.89,14,12,17,13,1,1,-0.11,9376,75,73,78,1410,12,10,15
2020,South Carolina,Chesterfield,5507,15,13,17,0.74,5061,19,16,21,488,5,3,6,715,21952,3.3,-0.76,15,13,18,12,4,0,0.43,12763,71,69,73,1867,11,9,14
2020,South Carolina,Clarendon,3549,14,13,16,0.57,3256,18,15,20,321,5,3,6,589,12548,4.7,0.76,15,12,17,12,2,1,0.08,10175,76,74,78,1433,12,9,14
2020,South Carolina,Colleton,4053,14,12,15,0.1,3646,17,14,19,442,5,3,7,671,16750,4,0.03,13,11,16,11,2,1,-0.47,11470,76,73,79,1481,10,8,13
2020,South Carolina,Darlington,6540,12,11,14,-0.6,5911,15,13,17,695,5,3,6,1227,30086,4.1,0.11,14,13,16,13,2,1,0.03,18534,70,68,71,3379,14,12,16
2020,South Carolina,Dillon,3959,16,14,18,1.28,3593,20,18,23,398,5,3,7,606,12702,4.8,0.84,15,12,18,12,3,1,0.41,7106,65,61,68,1507,16,12,19
2020,South Carolina,Dorchester,15180,11,10,13,-1.11,13324,14,12,16,2042,5,4,7,2269,75077,3,-1.01,14,13,16,13,1,1,-0.01,38933,71,70,72,7415,14,12,16
2020,South Carolina,Edgefield,2559,13,11,15,-0.08,2297,16,14,18,287,6,4,7,366,10538,3.5,-0.53,12,10,15,11,3,0,-0.86,6615,73,70,76,980,12,9,14
2020,South Carolina,Fairfield,2056,12,10,13,-0.91,1874,14,12,16,198,4,3,6,602,9786,6.2,2.29,15,11,19,16,1,0,0.43,6617,74,71,76,1354,17,12,21
2020,South Carolina,Florence,12940,11,10,13,-1.02,11691,15,13,16,1387,4,3,5,2412,65996,3.7,-0.34,14,12,15,12,2,1,-0.29,34065,65,64,67,6373,13,12,14
2020,South Carolina,Georgetown,5882,13,12,15,-0.09,5270,16,14,18,674,6,4,7,1158,25520,4.5,0.59,15,13,17,13,1,1,0.15,19359,77,73,81,3655,15,13,17
2020,South Carolina,Greenville,55073,13,12,14,-0.15,48740,16,15,17,6943,6,4,7,7294,248725,2.9,-1.1,13,12,14,11,2,1,-0.52,125913,67,66,67,20164,11,10,12
2020,South Carolina,Greenwood,7968,14,13,16,0.55,7194,18,16,20,864,5,4,7,1129,30954,3.6,-0.35,16,14,18,13,2,2,0.53,17465,64,62,66,3500,13,11,15
2020,South Carolina,Hampton,1789,12,11,14,-0.59,1626,15,13,18,179,4,3,6,289,8234,3.5,-0.49,10,7,12,8,1,1,-2.03,5113,74,70,78,402,6,4,9
2020,South Carolina,Horry,43983,17,16,19,2.14,40255,21,19,23,4079,6,5,8,6108,145798,4.2,0.22,17,16,18,15,2,1,0.97,91039,71,70,71,18067,15,14,15
2020,South Carolina,Jasper,4399,20,18,23,3.71,4022,25,22,29,408,7,5,9,369,12214,3,-1.01,18,14,23,16,3,0,1.7,6836,68,65,72,1616,17,13,21
2020,South Carolina,Kershaw,6203,12,10,13,-0.91,5575,15,13,17,692,4,3,6,1026,28930,3.5,-0.46,12,10,14,11,1,0,-0.83,20404,82,80,84,3210,14,11,16
2020,South Carolina,Lancaster,9515,13,12,15,-0.07,8583,17,14,19,1018,5,3,6,1500,39543,3.8,-0.19,11,10,13,10,1,0,-1.3,25516,78,76,80,3132,10,8,12
2020,South Carolina,Laurens,7454,14,12,16,0.39,6816,18,15,20,705,5,3,6,1071,29857,3.6,-0.41,13,11,15,11,2,1,-0.56,17864,70,68,73,3092,13,11,15
2020,South Carolina,Lee,1480,12,10,14,-0.84,1356,15,12,17,138,4,2,5,302,6586,4.6,0.64,16,13,19,15,2,2,0.87,4656,73,70,76,973,17,12,21
2020,South Carolina,Lexington,29531,12,11,13,-0.71,26389,15,13,16,3480,5,4,6,4225,147320,2.9,-1.17,12,12,13,10,2,1,-0.85,82289,74,73,75,11569,11,10,12
2020,South Carolina,McCormick,632,12,10,14,-0.74,571,14,11,16,67,6,4,8,121,3406,3.6,-0.45,9,6,12,9,1,0,-2.32,3040,77,77,77,361,10,6,14
2020,South Carolina,Marion,3374,14,12,16,0.11,3109,17,15,20,286,4,2,5,713,12945,5.5,1.61,16,13,19,15,1,1,0.84,8146,71,68,73,1661,16,12,20
2020,South Carolina,Marlboro,2786,15,13,16,0.58,2582,18,16,21,228,4,3,5,468,9157,5.1,1.2,13,11,16,10,3,1,-0.51,6303,66,63,68,1134,13,10,16
2020,South Carolina,Newberry,4421,15,13,17,0.72,3919,18,16,20,549,6,4,8,585,18656,3.1,-0.89,12,9,14,9,2,1,-1.2,10908,73,71,75,1433,10,8,12
2020,South Carolina,Oconee,8925,15,13,17,0.9,8096,18,16,21,905,6,4,7,1159,34900,3.3,-0.69,15,13,17,12,2,1,0.27,22981,72,70,74,3420,11,10,13
2020,South Carolina,Orangeburg,9353,14,12,16,0.27,8618,18,15,20,804,4,3,5,1987,34534,5.8,1.87,16,14,17,15,2,1,0.6,22427,68,66,70,4243,14,13,16
2020,South Carolina,Pickens,12641,13,12,15,-0.19,11521,16,14,18,1257,5,4,7,1894,56262,3.4,-0.65,16,15,17,13,2,1,0.65,32019,68,66,69,6351,14,12,15
2020,South Carolina,Richland,36308,11,10,12,-1.28,33088,14,12,15,3646,4,3,5,6772,196988,3.4,-0.57,17,16,18,15,2,1,1.08,88450,59,58,60,24023,16,15,17
2020,South Carolina,Saluda,3046,19,16,21,2.76,2763,23,20,26,312,7,5,9,273,8808,3.1,-0.93,10,7,13,9,1,1,-1.74,5313,74,71,76,522,8,5,11
2020,South Carolina,Spartanburg,32367,13,12,14,-0.25,28905,16,14,18,3796,5,4,7,4604,147900,3.1,-0.91,14,13,15,11,2,1,-0.27,79791,70,69,71,12650,11,11,12
2020,South Carolina,Sumter,11061,13,11,14,-0.34,9986,16,14,18,1179,4,3,6,1776,44120,4,0.05,15,14,17,13,3,1,0.39,26608,65,63,66,5358,14,12,15
2020,South Carolina,Union,2622,12,10,14,-0.67,2420,15,13,17,224,4,3,5,480,11582,4.1,0.18,11,9,13,10,1,1,-1.29,8004,69,67,72,1173,11,8,13
2020,South Carolina,Williamsburg,2820,12,10,14,-0.75,2600,15,13,17,244,4,2,5,668,12294,5.4,1.54,19,16,22,17,2,1,2.06,9261,75,72,77,1804,16,13,19
2020,South Carolina,York,25038,11,10,12,-1.25,22513,14,12,15,2845,4,3,5,4389,134695,3.3,-0.76,13,12,14,11,1,1,-0.67,70219,72,71,73,9866,10,9,11
2019,California,Alameda,74359,5,5,6,-1.43,67264,6,6,7,8186,2,2,3,30902,848335,3.6,-0.85,24,24,24,18,6,1,0.14,301667,53,52,54,99044,18,17,18
2019,California,Alpine,59,7,6,8,-0.35,49,8,6,9,11,5,4,6,33,538,6.1,0.04,26,15,38,25,3,0,0.79,253,83,75,92,75,25,9,42
2019,California,Amador,1479,6,5,7,-1,1297,7,6,8,204,3,2,4,724,14783,4.9,-0.4,19,16,22,17,1,1,-1.21,10921,77,75,79,2413,17,15,20
2019,California,Butte,12937,7,6,8,-0.36,11775,9,7,10,1325,3,2,4,5916,102982,5.7,-0.1,23,22,25,20,3,2,-0.06,50844,59,58,60,16890,20,19,22
2019,California,Calaveras,2068,6,5,7,-0.84,1810,7,6,8,292,4,2,5,1001,21184,4.7,-0.46,21,17,24,19,2,1,-0.79,13931,78,76,81,3516,20,17,24
2019,California,Colusa,1969,11,9,12,1.75,1728,14,12,16,263,4,3,6,1543,10759,14.3,2.98,19,16,22,12,8,1,-1.19,4521,64,60,68,878,13,10,16
2019,California,Contra Costa,57151,6,5,7,-1.03,51442,7,7,8,6546,2,2,3,21418,563863,3.8,-0.79,22,21,22,18,5,1,-0.47,255201,66,65,66,65079,17,16,18
2019,California,Del Norte,1546,8,7,9,-0.01,1348,9,8,11,216,4,2,5,629,9780,6.4,0.15,23,20,27,20,4,2,-0.05,5996,62,59,65,1647,18,15,21
2019,California,El Dorado,8005,5,5,6,-1.37,6968,6,5,7,1176,3,2,4,3920,89886,4.4,-0.59,20,19,21,18,2,1,-0.96,51948,76,75,77,11240,17,16,18
2019,California,Fresno,79068,9,9,10,0.97,71381,13,11,14,8591,3,2,4,38070,449595,8.5,0.88,28,27,29,20,10,1,1.18,160001,53,52,54,59876,20,20,21
2019,California,Glenn,2301,10,8,11,1.25,2028,13,11,15,305,4,3,5,963,12915,7.5,0.52,22,18,26,18,4,1,-0.27,5724,58,53,62,1659,18,14,21
2019,California,Humboldt,9218,8,7,10,0.35,8309,10,8,11,1024,4,3,5,2639,63019,4.2,-0.66,26,24,28,22,4,2,0.64,30500,57,55,58,11085,21,20,23
2019,California,Imperial,12317,8,7,9,0.35,10906,11,10,13,1568,3,2,4,14105,73980,19.1,4.67,28,26,30,20,10,1,1.24,25507,56,55,58,8034,18,17,20
2019,California,Inyo,1180,9,7,10,0.49,1020,10,8,12,178,5,3,6,381,8682,4.4,-0.58,19,15,22,14,2,3,-1.28,5109,64,61,66,1117,15,11,18
2019,California,Kern,61640,8,7,9,0.25,55359,11,10,12,7107,3,2,3,35442,384944,9.2,1.14,25,24,26,18,9,1,0.45,151564,57,57,58,45349,18,17,18
2019,California,Kings,9837,8,7,9,0.33,8629,11,9,13,1343,3,2,4,5119,57714,8.9,1.02,25,23,27,17,9,1,0.32,21925,52,50,54,6705,16,15,18
2019,California,Lake,4263,9,7,10,0.55,3795,10,9,12,512,4,3,5,1706,29714,5.7,-0.1,26,23,28,23,3,1,0.62,17362,66,64,68,5110,21,18,23
2019,California,Lassen,936,5,4,6,-1.66,811,6,5,7,144,3,2,3,558,10005,5.6,-0.16,17,14,19,14,2,1,-1.88,6230,66,64,68,1364,15,12,18
2019,California,Los Angeles,926957,11,10,11,1.72,850572,13,13,13,85650,4,3,4,240293,5123933,4.7,-0.48,34,34,34,25,12,2,2.8,1512364,46,46,46,790360,25,25,25
2019,California,Madera,12189,10,8,11,1.15,10859,13,11,15,1479,3,2,4,4949,61443,8.1,0.73,25,24,27,17,10,1,0.52,27701,62,60,64,7334,17,15,19
2019,California,Marin,10687,5,5,6,-1.42,9364,6,5,7,1453,3,2,3,4038,141308,2.9,-1.13,23,22,24,20,3,1,-0.13,67296,64,63,65,19913,19,18,21
2019,California,Mariposa,990,8,6,9,0.02,871,9,7,10,134,4,3,6,451,7647,5.9,-0.04,17,13,21,15,1,2,-1.75,5259,71,65,77,1322,19,14,23
2019,California,Mendocino,6772,10,9,11,1.26,6021,12,10,14,837,4,3,6,1793,40003,4.5,-0.55,27,25,29,23,5,2,1,20230,59,57,61,7502,23,21,25
2019,California,Merced,19424,8,7,9,0.38,17287,11,10,13,2372,3,2,4,10801,116088,9.3,1.18,26,24,27,18,9,1,0.6,41206,52,51,53,13758,18,17,19
2019,California,Modoc,637,10,8,11,1.25,561,12,10,14,83,5,3,6,260,3230,8,0.73,19,14,24,17,2,1,-1.11,2655,73,70,75,540,16,11,21
2019,California,Mono,1221,10,9,12,1.49,1086,12,10,14,149,5,3,7,380,8568,4.4,-0.57,19,13,25,15,3,1,-1.19,2750,56,50,62,529,12,7,16
2019,California,Monterey,39855,11,10,12,1.91,36039,14,13,16,4245,4,3,5,15811,220120,7.2,0.42,30,29,31,20,13,1,1.76,63873,51,50,52,23677,19,18,20
2019,California,Napa,8215,7,6,8,-0.29,7171,9,7,10,1171,4,3,5,2701,73873,3.7,-0.85,23,21,24,18,6,1,-0.19,30954,63,62,64,8296,17,16,19
2019,California,Nevada,5060,7,6,8,-0.49,4454,8,7,9,680,4,3,5,1998,48659,4.1,-0.68,22,20,24,20,2,1,-0.45,29975,74,73,76,7547,19,17,21
2019,California,Orange,221792,8,8,9,0.28,203060,10,10,11,21245,3,2,3,56627,1618828,3.5,-0.9,28,27,28,21,9,1,1.12,588551,57,57,58,203776,20,20,21
2019,California,Placer,14032,5,4,5,-1.84,12164,5,5,6,2150,2,2,3,7004,182169,3.8,-0.78,19,18,20,17,2,1,-1.17,98153,71,70,72,22019,16,15,17
2019,California,Plumas,947,7,6,8,-0.42,826,8,7,9,137,4,3,5,692,7803,8.9,1.02,20,16,23,18,1,2,-1.07,6016,73,69,76,1392,17,14,21
2019,California,Riverside,197822,10,9,10,1.2,177834,13,12,13,22420,4,3,4,56252,1073843,5.2,-0.28,26,26,27,20,7,1,0.74,462788,65,65,66,140962,20,20,21
2019,California,Sacramento,75034,6,5,6,-1.11,67605,7,7,8,8432,2,2,3,32580,702049,4.6,-0.49,23,23,24,19,5,1,-0.08,295276,55,55,56,97858,19,18,19
2019,California,San Benito,3836,7,6,8,-0.19,3392,9,8,11,509,3,2,4,1765,30317,5.8,-0.07,25,22,28,17,9,1,0.38,11103,64,62,66,2674,16,14,18
2019,California,San Bernardino,169236,9,8,10,0.8,150250,12,11,12,20856,4,3,4,46582,950765,4.9,-0.4,27,27,28,21,9,1,1.09,369329,59,59,60,122274,20,20,21
2019,California,San Diego,226877,8,8,9,0.25,205416,10,9,11,24284,3,3,4,63465,1584655,4,-0.72,25,25,26,21,6,1,0.46,589144,53,53,53,223312,21,20,21
2019,California,San Francisco,34411,5,4,5,-1.76,31909,5,5,6,2859,2,2,3,16499,568722,2.9,-1.12,26,25,27,19,6,5,0.66,133812,37,37,38,61147,18,17,18
2019,California,San Joaquin,45873,7,7,8,-0.26,40944,9,9,10,5616,3,2,3,22612,324788,7,0.34,26,25,27,20,7,1,0.66,124734,56,55,57,41296,19,18,20
2019,California,San Luis Obispo,15158,7,6,8,-0.4,13613,8,7,9,1802,3,2,4,5089,142066,3.6,-0.87,24,22,25,20,4,1,0.04,63052,60,59,61,20006,20,18,21
2019,California,San Mateo,33832,5,5,6,-1.46,30469,6,6,7,3918,2,2,3,12121,452445,2.7,-1.2,24,23,25,18,7,1,0.17,156400,60,59,60,45696,18,17,18
2019,California,Santa Barbara,37611,10,9,11,1.52,34272,13,12,14,3832,4,3,5,9741,216954,4.5,-0.55,29,28,31,21,10,2,1.62,75308,52,51,53,29742,21,20,22
2019,California,Santa Clara,84393,5,5,5,-1.54,75973,6,6,7,9718,2,2,3,33415,1040558,3.2,-1,23,23,24,17,8,1,-0.04,358864,57,56,57,103607,17,16,17
2019,California,Santa Cruz,15954,7,6,8,-0.33,14359,8,7,10,1841,3,2,4,8154,143802,5.7,-0.12,27,26,28,22,6,1,1.03,56992,60,58,61,20777,22,21,24
2019,California,Shasta,9511,7,6,8,-0.57,8473,8,7,9,1156,3,2,4,4321,74476,5.8,-0.08,22,21,23,19,3,2,-0.48,44095,63,61,64,13789,20,19,21
2019,California,Sierra,147,7,6,8,-0.37,130,8,6,10,18,4,2,5,85,1301,6.5,0.18,12,6,19,12,0,0,-3,963,80,76,84,209,18,8,27
2019,California,Siskiyou,2637,8,7,9,0.22,2303,10,8,11,367,4,3,5,1301,17963,7.2,0.44,22,20,24,18,3,3,-0.39,12457,66,64,67,3223,18,16,20
2019,California,Solano,22453,6,5,7,-0.92,20094,8,7,8,2673,3,2,3,9942,209199,4.8,-0.45,22,21,23,18,4,1,-0.46,88381,60,59,61,25425,18,17,18
2019,California,Sonoma,30544,8,7,8,-0.11,27363,9,8,10,3600,3,3,4,8835,262807,3.4,-0.95,24,23,25,20,5,1,0.09,114608,60,60,61,35302,19,18,20
